elo_diff,goal_diff_avg,home_form,away_form,h2h_wins,is_knockout,squad_value_ratio,value_log_home,value_log_away,eafc_overall_diff,eafc_physic_diff,eafc_top5_avg_home,venue_altitude_m,is_high_altitude,altitude_penalty,target
0.0,0.0,0.5,0.5,0,0,5.555555555555555,9.0,8.255272505103306,6.5,2.0,87.5,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.041666666666666664,7.698970004336019,9.079181246047625,-14.0,-8.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.8333333333333334,9.0,9.079181246047625,-0.5,-1.0,87.5,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.2777777777777778,7.698970004336019,8.255272505103306,-7.0,-5.0,70.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,6.666666666666667,9.079181246047625,8.255272505103306,7.0,3.0,88.5,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,8.079181246047625,8.079181246047625,-1.0,0.0,78.0,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,9.166666666666666,9.041392685158225,8.079181246047625,9.0,6.0,89.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,2.4,8.079181246047625,7.698970004336019,4.5,3.5,78.0,539,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.9090909090909091,8.301029995663981,8.342422680822207,0.0,0.5,81.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.4,8.342422680822207,7.698970004336019,7.0,3.5,80.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,17.0,8.929418925714293,7.698970004336019,14.0,8.5,88.0,1566,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,17.0,8.929418925714293,7.698970004336019,14.0,8.5,88.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-14.0,-8.5,70.0,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,2240,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,9.166666666666666,9.041392685158225,8.079181246047625,10.0,6.0,89.0,2240,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.4166666666666667,7.698970004336019,8.079181246047625,-5.5,-3.5,70.0,2240,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.045454545454545456,7.698970004336019,9.041392685158225,-14.5,-9.5,70.0,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,22.0,9.041392685158225,7.698970004336019,14.5,9.5,89.0,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.0,8.301029995663981,7.698970004336019,7.0,4.0,81.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.9090909090909091,9.0,9.041392685158225,-1.0,-2.5,87.5,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.0,8.301029995663981,7.698970004336019,7.0,4.0,81.0,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,22.0,9.041392685158225,7.698970004336019,14.5,9.5,89.0,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,5.0,9.0,8.301029995663981,6.5,3.0,87.5,20,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.041666666666666664,7.698970004336019,9.079181246047625,-14.0,-8.0,70.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.1111111111111111,7.698970004336019,8.653212513775344,-10.0,-9.0,70.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.16666666666666666,7.698970004336019,8.477121254719663,-8.5,-6.5,70.0,1566,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.1111111111111111,7.698970004336019,8.653212513775344,-10.0,-9.0,70.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.5,8.653212513775344,8.477121254719663,1.5,2.5,84.0,2240,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.16666666666666666,7.698970004336019,8.477121254719663,-8.5,-6.5,70.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-14.0,-8.5,70.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.411764705882353,9.079181246047625,8.929418925714293,0.0,-0.5,88.5,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.041666666666666664,7.698970004336019,9.079181246047625,-14.0,-8.0,70.0,539,False,0.0,0
0.0,0.0,0.5,0.5,0,0,17.0,8.929418925714293,7.698970004336019,14.0,8.5,88.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.4,8.342422680822207,7.698970004336019,7.0,3.5,80.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.1764705882352942,9.0,8.929418925714293,-0.29999999999999716,2.0,87.5,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,3.8636363636363638,8.929418925714293,8.342422680822207,6.799999999999997,1.5,87.5,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-13.799999999999997,-5.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.545454545454546,9.0,8.342422680822207,6.5,3.5,87.5,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,539,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,539,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,12,False,0.0,0
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,539,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.8333333333333334,9.0,9.079181246047625,-0.5,-1.0,87.5,20,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,12,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,24.0,9.079181246047625,7.698970004336019,14.0,8.0,88.5,12,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.20833333333333334,7.698970004336019,8.380211241711606,-7.5,-4.5,70.0,2240,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.4888888888888889,8.342422680822207,8.653212513775344,-3.0,-5.5,80.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0909090909090908,9.079181246047625,9.041392685158225,-0.5,-1.5,88.5,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.4090909090909091,8.653212513775344,9.041392685158225,-4.5,-0.5,84.0,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,5.0,9.041392685158225,8.342422680822207,7.5,6.0,89.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,2.6666666666666665,9.079181246047625,8.653212513775344,4.0,-1.0,88.5,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,5.454545454545454,9.079181246047625,8.342422680822207,7.0,4.5,88.5,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.05,7.698970004336019,9.0,-13.5,-7.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,18.0,8.954242509439325,7.698970004336019,13.5,6.5,87.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,20.0,9.0,7.698970004336019,13.5,7.0,87.5,1566,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.058823529411764705,7.698970004336019,8.929418925714293,-13.799999999999997,-5.0,70.0,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,3.5416666666666665,8.929418925714293,8.380211241711606,6.5,4.0,88.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,17.0,8.929418925714293,7.698970004336019,14.0,8.5,88.0,2,False,0.0,0
0.0,0.0,0.5,0.5,0,0,3.5416666666666665,8.929418925714293,8.380211241711606,6.299999999999997,0.5,87.5,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,24.0,9.079181246047625,7.698970004336019,14.0,8.0,88.5,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.411764705882353,9.079181246047625,8.929418925714293,0.0,-0.5,88.5,12,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.1111111111111111,7.698970004336019,8.653212513775344,-10.0,-9.0,70.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,18.0,8.954242509439325,7.698970004336019,13.5,6.5,87.0,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,12,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.3333333333333333,9.079181246047625,8.954242509439325,0.5,1.5,88.5,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,18.0,8.954242509439325,7.698970004336019,13.5,6.5,87.0,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,319,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,313,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,12,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.9,8.954242509439325,9.0,0.0,-0.5,87.0,70,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,8.929418925714293,8.929418925714293,0.20000000000000284,3.5,88.0,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,18.0,8.954242509439325,7.698970004336019,13.5,6.5,87.0,5,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.4,8.342422680822207,7.698970004336019,7.0,3.5,80.0,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,10.0,8.698970004336019,7.698970004336019,10.5,4.5,84.5,1566,True,-0.1,0
0.0,0.0,0.5,0.5,0,0,0.1,7.698970004336019,8.698970004336019,-10.5,-4.5,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,4.4,8.342422680822207,7.698970004336019,7.0,3.5,80.0,96,False,0.0,0
0.0,0.0,0.5,0.5,0,0,1.0,7.698970004336019,7.698970004336019,0.0,0.0,70.0,15,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.44,8.342422680822207,8.698970004336019,-3.5,-1.0,80.0,2240,True,0.0,0
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,185,False,0.0,0
0.0,0.0,0.5,0.5,0,0,0.25,7.698970004336019,8.301029995663981,-7.0,-4.0,70.0,71,False,0.0,0
0.0,0.0,0.5,0.5,0,0,9.0,8.653212513775344,7.698970004336019,10.0,9.0,84.0,319,False,0.0,0
